安らぎ,p,14,
危険,n,116,
恐怖,n,125,
侵食,n,1,
浸水,n,3,
低迷,n,44,
後悔,n,98,
洪水,n,36,
支配,n,23,
嫉妬,n,44,
憎しみ,n,22,
怒り,n,73,
爆発,n,43,
冷静,p,109,
残念,n,35,
本当,p,131,
キャンセル,n,1,
デート,p,21,
楽しみ,p,48,
期待,p,184,
出会い,p,155,
未練,n,96,
ストレス,n,429,
悪影響,n,16,
平和,p,9,
一緒,p,124,
繋がり,p,32,
喧嘩,n,79,
対立,n,10,
友達,p,179,
意識,p,187,
関心,p,25,
願望,p,254,
不安定,n,63,
我慢,n,58,
協調性,p,13,
限界,n,49,
自由,p,45,
束縛,n,38,
不自由,n,11,
不自由さ,n,6,
不満,n,194,
作り,p,34,
神秘,p,5,
拠り所,p,4,
借り,n,42,
助け,p,144,
らい,n,108,
好き,p,284,
失敗,n,122,
大好き,p,21,
落ち込み,n,2,
ダメ,n,62,
ダメージ,n,38,
災害,n,11,
自然災害,n,4,
心配,n,112,
動揺,n,12,
気力,p,35,
後回し,n,12,
体調不良,n,44,
不調,n,32,
不良,n,49,
アイデア,p,13,
クリエイティビティ,p,1,
クリエイティブ,p,7,
発揮,p,43,
けが,n,45,
言動,n,155,
最悪,n,54,
思いやり,p,12,
簡単,p,56,
深刻,n,33,
発生,n,95,
面倒,n,24,
完全,p,23,
違和,n,20,
違和感,n,20,
充実,p,62,
生命,p,34,
体力,p,26,
いじめ,n,39,
徹底的,p,1,
愛情,p,119,
成長,p,146,
問題解決,p,55,
トラウマ,n,27,
克服,p,53,
改善,p,74,
苦手,n,46,
安心,p,118,
非常,n,50,
良好,p,73,
ラッキー,p,49,
ジレンマ,n,3,
悪口,n,10,
葛藤,n,41,
混じり,p,4,
過激,n,1,
過敏,n,6,
気分転換,p,49,
孤独,n,30,
孤独感,n,12,
神経過敏,n,4,
積極的,p,167,
当たり,p,85,
被害,n,24,
被害者,n,3,
被害者意識,n,2,
悪さ,n,15,
意地,n,14,
意地悪,n,7,
好意,p,65,
親密,p,16,
親密さ,p,3,
勇気,p,105,
マイナスイメージ,n,3,
思い込み,n,22,
正直,p,29,
想い,p,65,
コンプレックス,n,64,
恐怖心,n,29,
嫌悪,n,30,
嫌悪感,n,22,
限り,n,40,
権力,p,31,
常識,p,13,
ばか,n,107,
芸能,p,33,
才能,p,43,
精進,p,2,
能力,p,87,
不平,n,24,
不平不満,n,23,
スカ,n,6,
つながり,p,30,
英雄,p,2,
協力,p,51,
協力者,p,20,
実力,p,32,
心配り,p,1,
人気,p,14,
大げさ,n,2,
魅力,p,67,
おそれ,n,10,
開放,p,9,
虐待,n,1,
酷使,n,2,
真面目,p,15,
忠誠,p,2,
忠誠心,p,2,
忍耐力,p,8,
面目,p,15,
理性,p,31,
良心,p,4,
お金,p,69,
金運,p,142,
限度,n,11,
悪意,n,18,
嫌がらせ,n,19,
視野,p,25,
成果,p,74,
嫌い,n,98,
理不尽,n,9,
ケンカ,n,6,
上手,p,111,
慎重さ,p,3,
洞察力,p,1,
優しさ,p,26,
苦悩,n,10,
誤解,n,22,
事実,p,10,
認識,p,31,
加害,n,1,
加害者,n,1,
消極,n,17,
感度,p,2,
好感,p,6,
好感度,p,2,
暴力,n,12,
窮地,n,14,
脅迫,n,2,
痛み,n,37,
犯罪,n,12,
偽り,n,6,
付け,n,83,
無視,n,15,
お洒落,p,5,
興味,p,35,
始まり,p,16,
清潔,p,4,
清潔感,p,4,
素敵,p,57,
定番,p,8,
洒落,p,7,
発症,n,2,
不吉,n,31,
ストレス発散,p,10,
危険性,n,12,
恐怖感,n,20,
怖さ,n,16,
フン,n,8,
冒険心,p,1,
有名,p,16,
ケチ,n,1,
固執,n,9,
最適,p,6,
迫力,p,1,
雰囲気,p,19,
頼もしさ,p,1,
警戒,n,42,
警戒心,n,30,
情欲,n,3,
交遊,p,3,
交流,p,13,
従順,p,4,
リラックス,p,24,
外れ,n,8,
制止,n,2,
暴走,n,24,
抑圧,n,11,
病気,n,49,
不幸,n,45,
味方,p,43,
恋愛感情,p,14,
邪魔,n,34,
信頼,p,139,
餓え,n,1,
飢餓,n,5,
飢餓感,n,3,
物足りなさ,n,8,
理想,p,63,
甘え,p,26,
独立,p,16,
崩れ,n,26,
勝手,n,19,
身勝手,n,4,
ロス,n,3,
孤立,n,39,
殺し,n,31,
悲痛,n,2,
病院,n,21,
温もり,p,5,
強力,p,11,
理解,p,62,
励まし,p,5,
散歩,p,6,
お疲れ,n,5,
不機嫌,n,4,
旅行,p,57,
信頼関係,p,19,
敬意,p,3,
鼻水,n,1,
友情,p,14,
スキ,n,14,
下心,n,1,
不信,n,25,
不信感,n,21,
本気,p,8,
衝動,n,29,
反発,n,9,
不愉快,n,5,
愉快,p,5,
しっかり,p,262,
マイナス面,n,5,
生まれ変わり,p,18,
劣等,n,15,
劣等感,n,15,
アイディア,p,8,
プレッシャー,n,43,
健康,p,153,
柔軟,p,10,
柔軟性,p,5,
中傷,n,6,
避難,n,7,
不運,n,34,
がた,n,31,
崩壊,n,14,
争い,n,11,
支援,p,11,
収入,p,65,
報酬,p,4,
パワー,p,50,
広さ,p,2,
流血,n,2,
アクシデント,n,16,
ポイント,p,58,
運休,n,1,
賢明,p,38,
死骸,n,7,
ファン,p,1,
口論,n,4,
災い,n,27,
不和,n,8,
夫婦喧嘩,n,3,
警鐘,n,1,
失業,n,6,
破産,n,2,
破綻,n,17,
離婚,n,19,
名誉,p,7,
優秀,p,3,
ヒント,p,32,
異常,n,15,
こまめ,p,3,
まめ,p,3,
裕福,p,4,
祝い,p,3,
大怪我,n,7,
裏切り,n,23,
手助け,p,19,
飢え,n,13,
純粋,p,26,
影響力,p,6,
深刻化,n,10,
左利き,n,2,
付き合い,p,109,
下げ,n,12,
惨事,n,2,
支え,p,27,
焦り,n,54,
正当,p,1,
大惨事,n,1,
基礎,p,3,
基盤,p,14,
自覚,p,41,
罪悪,n,32,
罪悪感,n,32,
生命力,p,21,
迷惑,n,44,
機会,p,68,
苦しみ,n,31,
絶好,p,24,
前進,p,22,
活動,p,32,
進展,p,43,
苦痛,n,17,
信用,p,44,
恐れ,n,72,
道徳,p,12,
重荷,n,4,
再生,p,48,
心配事,n,11,
エネルギッシュ,p,10,
輝き,p,12,
好調,p,36,
絶好調,p,11,
自立,p,68,
青空,p,4,
トラブル等,n,3,
過剰,n,28,
無茶,n,4,
汚れ,n,17,
勢い,p,23,
揺れ,n,18,
きれい,p,8,
活力,p,12,
欠点,n,18,
純粋さ,p,2,
長所,p,8,
美しさ,p,6,
矛盾,n,3,
乱れ,n,23,
フレッシュ,p,30,
リフレッシュ,p,29,
突き,n,30,
杞憂,n,2,
最高,p,18,
転落,n,9,
頓挫,n,7,
ゴミ,n,5,
悲観,n,17,
根気,p,6,
感激,p,3,
一生,p,26,
一生懸命,p,13,
恩恵,p,9,
安心感,p,5,
向上,p,24,
向上心,p,13,
満足,p,42,
名声,p,4,
目標,p,143,
意志,p,22,
仲間,p,25,
チャレンジ精神,p,9,
無謀,n,7,
トライ,p,6,
挫折,n,20,
荒波,n,3,
根性,p,2,
辛苦,n,1,
艱難,n,1,
艱難辛苦,n,1,
はずみ,n,16,
故障,n,7,
災難,n,24,
遭難,n,2,
利益,p,11,
ケガ,n,20,
セキュリティ,p,1,
下手,n,11,
盗難,n,4,
盗難被害,n,1,
薄さ,n,3,
飽き,n,14,
収穫,p,1,
商売繁盛,p,1,
大吉,p,18,
繁盛,p,3,
課題,n,13,
感動,p,6,
喜び,p,28,
スター,p,105,
安定感,p,2,
希望,p,45,
沈没,n,2,
立派,p,16,
よさ,p,12,
心地よさ,p,6,
真実,p,6,
逃避,n,48,
解決策,p,17,
方法,p,66,
満喫,p,1,
キレ,p,14,
キレイ,p,10,
信念,p,12,
モチベーション,p,19,
ダウン,n,28,
停滞,n,25,
貢献,p,2,
思考力,p,3,
将来,p,57,
クール,p,6,
手遅れ,n,10,
正確,p,1,
遅れ,n,26,
冷静さ,p,15,
引き立て,p,2,
有力,p,1,
豪華,p,2,
不安定さ,n,9,
試験,n,22,
出世,p,26,
勝ち,p,12,
勝利,p,4,
長寿,p,2,
楽しさ,p,4,
軽減,p,17,
間違い,n,31,
正義,p,5,
目くじら,n,1,
資金,p,2,
昇進,p,13,
当選,p,12,
既成概念,n,1,
不倫,n,45,
浮気,n,85,
不用,n,2,
不用意,n,2,
修羅,n,6,
修羅場,n,6,
人付き合い,p,14,
致命,n,6,
欲求不満,n,14,
望み,p,14,
倫理,p,6,
倫理観,p,5,
効果,p,31,
肉欲,n,1,
発覚,n,13,
しっぺ返し,n,5,
華やか,p,7,
無防備,n,5,
勘違い,n,15,
広がり,p,17,
恥ずかしさ,n,2,
抵抗,n,18,
二の足,n,1,
道義,p,1,
快楽,p,3,
自意識,p,3,
重度,n,2,
隠し事,n,9,
最小限,n,9,
技量,p,2,
詐欺,n,15,
資産,p,9,
開運,p,12,
肉感,p,1,
満足度,p,3,
疑い,n,13,
喪失,n,25,
戸惑い,n,7,
真剣,p,15,
憎悪,n,3,
わだかまり,n,10,
弱点,n,8,
不貞,n,2,
歩み,p,22,
疑心,n,4,
疑心暗鬼,n,1,
根拠,p,11,
妄想,n,11,
力作,p,1,
おまけ,p,2,
狭さ,n,1,
成績,p,13,
実現,p,18,
飛行機,p,51,
価値,p,70,
開花,p,41,
活躍,p,10,
大胆,p,10,
迷い,n,46,
空間,p,8,
急変,n,2,
パニック,n,9,
落下,n,8,
ピンチ,n,18,
救い,p,11,
苦境,n,8,
ライフ,p,9,
大事,p,56,
プロ,p,71,
誘い,p,13,
ニュアンス,p,5,
出費,n,23,
スムーズ,p,35,
ネック,n,3,
閉鎖,n,5,
放置,n,17,
社会的評価,p,2,
窮屈,n,19,
ボヤ,n,3,
炎上,n,2,
火事,n,45,
ご縁,p,2,
平穏,p,9,
ストレス解消,p,31,
後ろめたさ,n,11,
こく,p,11,
期待感,p,1,
人見知り,n,2,
不安感,n,32,
殺人,n,12,
復活,p,10,
すり,n,4,
ゾンビ,n,43,
安さ,p,1,
弱気,n,14,
勇敢,p,1,
一番,p,57,
多忙,n,6,
宇宙人,n,5,
怪物,n,10,
妖怪,n,8,
イジメ,n,5,
権威,p,14,
逃亡,n,2,
ドロ,n,3,
ローン,n,1,
息切れ,n,2,
完治,p,2,
重症,n,2,
固定観念,n,4,
責任感,p,13,
それなり,p,7,
負荷,n,8,
疲弊,n,8,
チンピラ,n,1,
悪事,n,2,
過度,n,20,
暴走族,n,1,
禁物,n,35,
懸念,n,9,
好み,p,7,
不気味,n,10,
金回り,p,3,
集中力,p,12,
貧乏,n,3,
貧乏神,n,1,
異変,n,11,
うさ,n,7,
強制,n,4,
コツ,p,13,
一杯,p,8,
恐竜,n,1,
弱さ,n,5,
知性,p,7,
借金,n,9,
事件,n,8,
充実感,p,8,
緊張,n,24,
アクティブ,p,11,
火の玉,n,1,
火災,n,4,
変質,n,1,
威厳,p,4,
ひとり立ち,p,1,
おしゃれ,p,1,
指導者,p,1,
遅刻,n,59,
過ち,n,10,
反感,n,5,
礼儀,p,5,
効果的,p,6,
迷走,n,2,
セクハラ,n,5,
ダメ出し,n,1,
バツ,n,1,
交友,p,12,
人気者,p,2,
未熟,n,19,
未熟さ,n,12,
図星,n,1,
余裕,p,52,
悪習,n,3,
悪習慣,n,3,
軽め,p,3,
すっと,p,1,
嬉し涙,p,2,
ガン,n,2,
笑い,p,3,
繊細,p,5,
繊細さ,p,3,
問題解決能力,p,1,
もどかしさ,n,8,
食い違い,n,1,
情けなさ,n,2,
仲直り,p,10,
しくじり,n,1,
不向き,n,2,
卑屈,n,3,
スキル,p,8,
畏縮,n,1,
存在感,p,2,
無用,n,6,
逆境,n,8,
個性,p,13,
病人,n,2,
接点,p,5,
偏見,n,2,
依存,n,31,
危機,n,21,
危機感,n,5,
駄目,n,5,
威圧,n,11,
威圧感,n,8,
精神力,p,7,
足枷,n,1,
成就,p,31,
堕落,n,1,
怠け,n,9,
殺意,n,3,
強盗,n,7,
スパイ,n,5,
地位,p,22,
死亡,n,5,
ループ,n,10,
死者,n,4,
煩わしさ,n,6,
不快さ,n,4,
ゴジラ,n,1,
ボロボロ,n,3,
幼稚,n,5,
安易,n,10,
吸血鬼,n,1,
悪魔,n,6,
残虐,n,4,
残酷,n,7,
残酷さ,n,1,
邪悪,n,4,
善意,p,2,
果敢,p,3,
凶事,n,1,
降格,n,3,
大敵,n,8,
気概,p,2,
無事,p,18,
レイプ,n,1,
犯罪行為,n,2,
重圧,n,8,
専門,p,13,
うっかり,n,5,
失言,n,3,
十分,p,48,
破壊,n,8,
好き嫌い,n,4,
拒否,n,9,
威嚇,n,3,
非難,n,6,
ストーカー,n,58,
筋肉,p,1,
眠り,p,8,
痙攣,n,2,
絶望,n,13,
絶望的,n,4,
優越,p,1,
優越感,p,1,
謙虚,p,24,
謙虚さ,p,7,
恨み,n,10,
社会的地位,p,6,
すっきり,p,23,
形成,p,3,
新鮮,p,5,
人格,p,6,
やけ,n,2,
断念,n,5,
目標達成,p,17,
爽快,p,4,
爽快感,p,2,
天国,p,3,
道半ば,n,3,
ゆとり,p,3,
意義,p,2,
有意義,p,2,
大成,p,7,
大成功,p,7,
欠如,n,8,
注意力,p,3,
どん底,n,4,
落とし穴,n,3,
怠慢,n,3,
衝撃,n,14,
精神的ダメージ,n,4,
力量,p,2,
吉凶,n,5,
無料,p,1,
はらはら,n,1,
風情,p,2,
反抗,n,7,
ストップ,n,4,
軽率,n,12,
交通事故,n,33,
行き過ぎ,n,4,
不仲,n,4,
支障,n,8,
不十分,n,3,
バイク事故,n,1,
差別,n,1,
殺人事件,n,1,
哀しみ,n,3,
自殺,n,9,
自立心,p,9,
偉大,p,1,
衝突,n,13,
博愛,p,1,
窮屈さ,n,10,
安全,p,9,
問題点,n,6,
確保,p,4,
魅了,p,2,
間違え,n,13,
創造力,p,3,
想像力,p,5,
破滅,n,1,
弱み,n,1,
消耗,n,5,
愛嬌,p,3,
感性,p,10,
豊か,p,23,
いい気分,p,5,
ほころび,n,1,
得意,p,7,
混乱,n,4,
平静,p,1,
平静さ,p,1,
完璧,p,5,
全力,p,11,
焦燥,n,1,
焦燥感,n,1,
パンク,n,5,
豊かさ,p,9,
返事,p,4,
忠実,p,6,
大金,p,20,
潤い,p,3,
怖気,n,1,
見事,p,5,
自我,p,3,
自然体,p,9,
横暴,n,9,
過信,n,6,
暴落,n,2,
粘り,p,3,
火傷,n,3,
犠牲,n,6,
山火事,n,1,
仕打ち,n,1,
仲良し,p,2,
散漫,n,3,
中途,n,3,
中途半端,n,3,
半端,n,4,
野次,n,1,
野次馬,n,1,
臆病,n,6,
欲情,n,1,
豪快,p,1,
正解,p,8,
黒煙,n,1,
がん,n,2,
怪我人,n,2,
嫌気,n,10,
幸い,p,3,
若さ,p,1,
喪失感,n,4,
不幸中の幸い,p,2,
活発化,p,2,
休憩,p,9,
業績,p,4,
言い訳,n,4,
功績,p,4,
働き,p,10,
働き過ぎ,n,4,
実り,p,7,
人命,p,1,
笑顔,p,10,
はしか,n,1,
鬱憤,n,1,
コリ,n,3,
ホコリ,n,1,
リスク,n,9,
悪癖,n,2,
ステキ,p,12,
空き,p,1,
空き巣,n,1,
不審,n,4,
規模,p,4,
地震,n,43,
情熱,p,24,
再燃,p,2,
緊急,n,4,
緊急事態,n,1,
衰え,n,4,
損失,n,16,
落ち着き,p,5,
好奇,p,9,
好奇心,p,9,
本格,p,1,
ひさしぶり,p,2,
始末,n,3,
不始末,n,1,
見返り,p,3,
手段,p,25,
行動力,p,17,
キズ,n,1,
リアル,p,9,
痛さ,n,2,
テスト,n,9,
熱量,p,1,
アンバランス,n,1,
調和,p,6,
健全,p,3,
最大限,p,5,
人間的魅力,p,2,
最善,p,6,
強がり,n,1,
人間味,p,1,
戦争,n,2,
瓦礫,n,2,
津波,n,33,
効力,p,1,
有益,p,2,
損害,n,2,
大損,n,1,
大損害,n,1,
知的,p,5,
恋心,p,14,
ぐちゃぐちゃ,n,1,
ノルマ,n,5,
カンニング,n,2,
高得点,p,1,
得点,p,1,
貧乏くじ,n,1,
叱責,n,2,
強大,p,1,
殺人鬼,n,4,
正常,p,4,
独裁,n,1,
逸脱,n,2,
バイタリティー,p,9,
自分勝手,n,12,
退学,n,1,
効率,p,6,
適度,p,13,
苦しさ,n,10,
息苦しさ,n,5,
満足感,p,2,
自在,p,1,
機能,p,4,
最低,n,4,
停電,n,1,
マグマ,n,2,
誕生,p,8,
損壊,n,1,
繁栄,p,4,
無一文,n,2,
心配性,n,7,
強固,p,1,
キャリア,p,3,
ベスト,p,5,
躊躇,n,20,
人間力,p,1,
適任,p,1,
損傷,n,1,
適切,p,3,
インパクト,p,5,
心構え,p,6,
速さ,p,1,
タフ,p,3,
雷雨,n,2,
気持ち良さ,p,5,
晴れやか,p,2,
精神的苦痛,n,2,
逆効果,n,9,
強引,n,11,
情報,p,24,
批判,n,9,
ストーカー行為,n,4,
不服,n,2,
栄え,p,1,
期待外れ,n,2,
不利,n,2,
優柔不断,n,6,
子孫繁栄,p,2,
精力,p,6,
精力的,p,6,
保証,p,1,
無駄遣い,n,4,
不注意,n,5,
権利,p,2,
インテリ,n,1,
気持ちよさ,p,3,
散財,n,4,
健康長寿,p,1,
不振,n,1,
達成感,p,5,
熱心,p,4,
患い,n,1,
大病,n,1,
悲鳴,n,3,
グチ,n,1,
ビッグ,p,1,
ビッグチャンス,p,1,
最強,p,3,
栄養,p,7,
予防,p,2,
卑怯,n,1,
泥棒,n,3,
支持,p,2,
一大事,n,1,
支出,n,5,
衰弱,n,2,
風潮,n,1,
マイペース,p,8,
ありがたみ,p,3,
懸賞,p,2,
無意味,n,5,
氾濫,n,3,
景色,p,15,
増水,n,3,
邪気,n,5,
万全,p,5,
無邪気,p,5,
邪念,n,2,
濁り,n,1,
煩悩,n,1,
金欠,n,1,
地味,n,3,
堅実,p,3,
困窮,n,2,
疑念,n,2,
反論,n,4,
死期,n,4,
好機,p,6,
偉業,p,1,
旺盛,p,3,
容易,p,5,
驚き,p,10,
理念,p,1,
チームワーク,p,2,
汚染,n,1,
信仰心,p,1,
水質汚染,n,1,
ブーム,p,1,
誠実,p,6,
貴重,p,6,
生きがい,p,1,
リスペクト,p,1,
高評,p,1,
純愛,p,1,
大失敗,n,3,
要求,n,4,
執着,n,16,
初恋,p,1,
露骨,n,2,
つや,p,3,
文句,n,4,
共感,p,7,
ルーズ,n,4,
不確か,n,2,
保護,p,16,
落ち度,n,1,
心残り,n,6,
やり過ぎ,n,5,
気楽,p,9,
うつ,n,3,
うつ病,n,1,
大間違い,n,3,
的中,p,4,
幻覚,n,1,
睡眠障害,n,1,
不規則,n,10,
無責任,n,1,
悪夢,n,10,
明日,p,1,
値段,n,4,
スランプ,n,4,
陽気,p,2,
スラム,n,1,
ダニ,n,1,
センス,p,4,
悪人,n,1,
知恵,p,6,
バグ,n,1,
リラックス感,p,1,
危害,n,4,
呪縛,n,2,
毒性,n,1,
極端,n,4,
睡眠不足,n,6,
致命傷,n,3,
広め,p,2,
福の神,p,2,
金銀,p,1,
財宝,p,1,
盗人,n,1,
襲撃,n,1,
陰謀,n,3,
応力,p,2,
適応力,p,2,
判断力,p,8,
不遇,n,5,
ふん,n,2,
発展性,p,1,
名作,p,1,
ヒーロー,p,2,
陰口,n,1,
取りこぼし,n,2,
罵倒,n,2,
コミュニケーションスキル,p,1,
おしさ,n,2,
過失,n,1,
逆風,n,1,
勤勉,p,8,
太刀打ち,n,1,
暗礁,n,1,
高級,p,3,
色彩,p,1,
程々,p,1,
外観,p,2,
シック,p,2,
中古,n,1,
年季,p,1,
強さ,p,22,
バランス感覚,p,3,
前途,p,1,
軽薄,n,2,
快適,p,6,
マンネリ,n,7,
マンネリ化,n,3,
違法,n,1,
飽き飽き,n,4,
暴走行為,n,1,
蛇行,n,1,
非常識,n,2,
いらいら,n,1,
渋滞,n,3,
訴え,n,5,
暴言,n,5,
不要,n,9,
力不足,n,4,
補給,p,1,
英気,p,1,
疎外感,n,4,
体力低下,n,1,
イヤ,n,25,
婚約,p,6,
破談,n,1,
畏怖,n,1,
邪魔者,n,2,
目の上のたんこぶ,n,2,
脱力感,n,1,
疲労感,n,2,
急ぎ,n,2,
切迫,n,1,
過大,n,6,
詰まり,n,8,
行き詰まり,n,5,
鬱屈,n,1,
テロ,n,2,
悪質,n,1,
圧迫感,n,3,
助長,n,1,
天候不順,n,1,
不順,n,1,
提供,p,4,
好印象,p,5,
中断,n,3,
血まみれ,n,1,
胸騒ぎ,n,2,
鮮明,p,2,
騒ぎ,n,3,
気落ち,n,2,
祝福,p,15,
不釣り合い,n,1,
生霊,n,2,
成熟,p,4,
異質,n,4,
味わい,p,3,
略奪,n,1,
中止,n,4,
散乱,n,1,
渦中,n,3,
さっぱり,p,4,
往生,n,1,
立ち往生,n,1,
水没,n,2,
最良,p,2,
不可,n,16,
不可能,n,8,
盲目,n,4,
自動車事故,n,1,
妨げ,n,4,
フットワーク,p,2,
軽さ,p,2,
結構,p,7,
自粛,n,1,
追突事故,n,4,
不能,n,3,
呵責,n,2,
ひき逃げ,n,3,
不道徳,n,1,
論理,p,2,
論理的,p,2,
妨害,n,3,
観察力,p,2,
後遺症,n,1,
血だらけ,n,1,
犯人,n,3,
自主,p,4,
自主性,p,1,
愚痴,n,5,
敵対,n,7,
敵対心,n,5,
無遠慮,n,1,
退化,n,1,
死体,n,4,
高速,p,3,
ゴキブリ,n,39,
不都合,n,3,
奇異,n,1,
シミ,n,2,
フェロモン,p,1,
肥大,n,1,
変調,n,1,
くたびれ,n,1,
痛烈,n,1,
赤痢,n,1,
病原菌,n,1,
凶作,n,2,
コンディション,p,1,
再発,n,1,
害虫,n,3,
叩き,n,2,
潰し,n,2,
苦戦,n,1,
傍若無人,n,2,
失礼,n,5,
手抜き,n,1,
懐かしさ,p,2,
青春,p,3,
嬉しさ,p,2,
いざこざ,n,3,
一流,p,1,
名店,p,1,
手軽,p,2,
手軽さ,p,1,
便利さ,p,1,
雑務,n,1,
惰性,n,4,
遊び心,p,1,
サービス,p,2,
困惑,n,2,
曖昧,n,8,
傲慢,n,10,
赤字,n,1,
負傷,n,1,
浪費,n,10,
励み,p,1,
とまどい,n,3,
銃撃,n,1,
銃撃戦,n,1,
しがらみ,n,6,
脱却,p,10,
締め付け,n,2,
厳しさ,n,1,
失望,n,4,
親心,p,1,
光明,p,2,
殺害,n,2,
短所,n,5,
現実味,p,3,
物騒,n,3,
ストイック,n,1,
嘆き,n,3,
総スカン,n,1,
名人,p,5,
お化け,n,3,
穏便,p,3,
途上,n,1,
持続,p,3,
化け物,n,3,
天使,p,1,
萎縮,n,4,
爆弾,n,4,
有効,p,3,
温度差,n,2,
満開,p,4,
テク,p,1,
テクニック,p,1,
表彰,p,1,
新緑,p,1,
僅か,n,2,
絶頂,p,2,
雑菌,n,1,
幸福感,p,4,
後退,n,2,
衰退,n,3,
妬心,n,8,
一途,p,3,
香り,p,3,
爽やか,p,1,
熱意,p,3,
師匠,p,2,
真似,n,2,
悲劇,n,2,
痴情,n,1,
決断力,p,3,
サスペンス,n,1,
悔い,n,2,
もやもや,n,1,
痒み,n,1,
肩こり,n,3,
毛虫,n,2,
敵意,n,3,
むち打ち,n,1,
自尊心,p,6,
醜態,n,1,
暴露,n,3,
不便,n,2,
包容力,p,1,
悪巧み,n,2,
巧み,p,2,
円滑,p,3,
傷痕,n,1,
嫌味,n,2,
倒産,n,2,
脱線,n,4,
スリル,p,5,
ワガママ,n,3,
倦怠,n,3,
新鮮さ,p,1,
自業自得,n,1,
慢性,n,2,
嘔吐,n,1,
ドキドキ感,p,2,
万引,n,1,
万引き,n,1,
無気力,n,6,
強運,p,6,
気絶,n,2,
スマート,p,1,
処分,n,4,
紛失,n,2,
的確,p,4,
傲慢さ,n,4,
屈辱,n,2,
倒壊,n,7,
対岸の火事,n,1,
破片,n,3,
屈強,p,1,
天災,n,1,
リストラ,n,5,
ハードル,n,5,
難所,n,2,
転倒,n,2,
親切,p,2,
人望,p,5,
ハッピー,p,2,
うそ,n,4,
エール,p,2,
噴火,n,2,
むやみ,n,3,
震災,n,1,
大震災,n,1,
被災,n,1,
被災地,n,1,
悪循環,n,3,
急落,n,1,
無力,n,3,
無力さ,n,1,
遅延,n,2,
バカ,n,1,
気合,p,1,
気合い,p,1,
指針,p,2,
軽快,p,3,
ずぶ濡れ,n,1,
丁寧,p,2,
丁寧さ,p,1,
吉兆,p,7,
言い争い,n,3,
フレッシュさ,p,2,
他殺,n,2,
感電,n,1,
シビア,n,1,
自棄,n,3,
自暴自棄,n,3,
偏り,n,1,
訃報,n,4,
別居,n,1,
因縁,n,2,
怨み,n,1,
趣き,p,1,
滞り,n,2,
ごたごた,n,1,
安堵,p,4,
著名,p,1,
著名人,p,1,
切なさ,n,4,
不治の病,n,1,
へま,n,1,
まっさら,p,1,
凶器,n,3,
品位,p,1,
大事故,n,1,
痛手,n,2,
過小,n,1,
おざなり,n,2,
騒音,n,2,
故人,n,32,
死刑,n,3,
インスピレーション,p,3,
安楽,p,1,
安楽死,n,1,
アウト,n,3,
心霊写真,n,2,
メリット,p,3,
発言力,p,2,
大袈裟,n,1,
不審者,n,1,
許容,p,1,
クビ,n,3,
侵入,n,2,
心地良さ,p,1,
スピーディー,p,2,
再起,p,1,
死産,n,2,
流産,n,3,
産みの苦しみ,n,1,
生みの苦しみ,n,2,
難産,n,4,
陣痛,n,4,
羞恥,n,1,
獲得,p,2,
強風,n,2,
遺産,p,4,
吉報,p,5,
